fighter1_name,fighter2_name,fighter1_odds,fighter2_odds,fighter1_implied_prob,fighter2_implied_prob,opening_odds_f1,opening_odds_f2,line_movement_f1,line_movement_f2,odds_spread,event_name,source,f1_is_favorite,is_competitive_matchup,has_heavy_favorite,big_line_movement
Alessandro Costa,Alden Coria,-205,164,0.6721311475409836,0.3787878787878788,-213,172,8,-8,0.2933432687531048,UFC Fight Night: Lopes vs. Silva ,Synthetic,1,0,0,0
Montse Rendon,Alice Pereira,-391,294,0.7963340122199593,0.25380710659898476,-400,303,9,-9,0.5425269056209745,UFC Fight Night: Lopes vs. Silva ,Synthetic,1,0,1,0
Rodrigo Sezinando,Daniil Donchenko,236,-305,0.2976190476190476,0.7530864197530864,233,-302,3,-3,0.4554673721340388,UFC Fight Night: Lopes vs. Silva ,Synthetic,0,0,1,0
Nassourdine Imavov,Caio Borralho,117,-144,0.4608294930875576,0.5901639344262295,96,-123,21,-21,0.1293344413386719,UFC Fight Night: Imavov vs. Borralho ,Synthetic,0,0,0,0
Benoit Saint Denis,Mauricio Ruffy,191,-241,0.3436426116838488,0.7067448680351907,169,-219,22,-22,0.36310225635134186,UFC Fight Night: Imavov vs. Borralho ,Synthetic,0,0,1,0
Modestas Bukauskas,Paul Craig,111,-137,0.47393364928909953,0.5780590717299579,104,-130,7,-7,0.10412542244085832,UFC Fight Night: Imavov vs. Borralho ,Synthetic,0,0,0,0
Bolaji Oki,Mason Jones,181,-228,0.35587188612099646,0.6951219512195121,191,-238,-10,10,0.3392500650985157,UFC Fight Night: Imavov vs. Borralho ,Synthetic,0,0,0,0
Axel Sola,Rhys McKee,-320,247,0.7619047619047619,0.2881844380403458,-332,259,12,-12,0.47372032386441604,UFC Fight Night: Imavov vs. Borralho ,Synthetic,1,0,1,0
William Gomis,Robert Ruchala,-374,283,0.7890295358649789,0.26109660574412535,-345,254,-29,29,0.5279329301208535,UFC Fight Night: Imavov vs. Borralho ,Synthetic,1,0,1,0
Oumar Sy,Brendson Ribeiro,186,-234,0.34965034965034963,0.7005988023952096,160,-208,26,-26,0.3509484527448599,UFC Fight Night: Imavov vs. Borralho ,Synthetic,0,0,1,0
Marcin Tybura,Ante Delija,-323,249,0.7635933806146572,0.28653295128939826,-295,221,-28,28,0.47706042932525894,UFC Fight Night: Imavov vs. Borralho ,Synthetic,1,0,1,0
Harry Hardwick,Kaue Fernandes,-163,132,0.6197718631178707,0.43103448275862066,-133,102,-30,30,0.18873738035925003,UFC Fight Night: Imavov vs. Borralho ,Synthetic,1,0,0,0
Sam Patterson,Trey Waters,-208,166,0.6753246753246753,0.37593984962406013,-188,146,-20,20,0.2993848257006152,UFC Fight Night: Imavov vs. Borralho ,Synthetic,1,0,0,0
Brad Tavares,Robert Bryczek,120,-148,0.45454545454545453,0.5967741935483871,101,-129,19,-19,0.1422287390029326,UFC Fight Night: Imavov vs. Borralho ,Synthetic,0,0,0,0
Andreas Gustafsson,Rinat Fakhretdinov,-376,284,0.7899159663865546,0.2604166666666667,-392,300,16,-16,0.529499299719888,UFC Fight Night: Imavov vs. Borralho ,Synthetic,1,0,1,0
Shauna Bannon,Sam Hughes,-137,111,0.5780590717299579,0.47393364928909953,-155,129,18,-18,0.10412542244085832,UFC Fight Night: Imavov vs. Borralho ,Synthetic,1,0,0,0
Johnny Walker,Zhang Mingyang,-323,249,0.7635933806146572,0.28653295128939826,-313,239,-10,10,0.47706042932525894,UFC Fight Night: Walker vs. Zhang ,Synthetic,1,0,1,0
Brian Ortega,Aljamain Sterling,154,-191,0.3937007874015748,0.6563573883161512,177,-214,-23,23,0.2626566009145764,UFC Fight Night: Walker vs. Zhang ,Synthetic,0,0,0,0
Sergei Pavlovich,Waldo Cortes Acosta,-196,157,0.6621621621621622,0.38910505836575876,-222,183,26,-26,0.2730571037964034,UFC Fight Night: Walker vs. Zhang ,Synthetic,1,0,0,0
Sumudaerji,Kevin Borjas,-288,224,0.7422680412371134,0.30864197530864196,-300,236,12,-12,0.43362606592847147,UFC Fight Night: Walker vs. Zhang ,Synthetic,1,0,1,0
Taiyilake Nueraji,Kiefer Crosbie,-293,228,0.7455470737913485,0.3048780487804878,-281,216,-12,12,0.44066902501086075,UFC Fight Night: Walker vs. Zhang ,Synthetic,1,0,1,0
Maheshate,Gauge Young,-340,260,0.7727272727272727,0.2777777777777778,-322,242,-18,18,0.4949494949494949,UFC Fight Night: Walker vs. Zhang ,Synthetic,1,0,1,0
Charles Johnson,Lone'er Kavanagh,-170,137,0.6296296296296297,0.4219409282700422,-144,111,-26,26,0.20768870135958745,UFC Fight Night: Walker vs. Zhang ,Synthetic,1,0,0,0
Rongzhu,Austin Hubbard,-231,183,0.6978851963746223,0.35335689045936397,-217,169,-14,14,0.34452830591525835,UFC Fight Night: Walker vs. Zhang ,Synthetic,1,0,0,0
Michel Pereira,Kyle Daukaus,-284,222,0.7395833333333334,0.3105590062111801,-272,210,-12,12,0.42902432712215327,UFC Fight Night: Walker vs. Zhang ,Synthetic,1,0,1,0
Yizha,Westin Wilson,243,-315,0.2915451895043732,0.7590361445783133,216,-288,27,-27,0.46749095507394006,UFC Fight Night: Walker vs. Zhang ,Synthetic,0,0,1,0
Xiao Long,SuYoung You,197,-250,0.3367003367003367,0.7142857142857143,172,-225,25,-25,0.3775853775853776,UFC Fight Night: Walker vs. Zhang ,Synthetic,0,0,1,0
Uran Satybaldiev,Diyar Nurgozhay,-171,138,0.6309963099630996,0.42016806722689076,-152,119,-19,19,0.21082824273620887,UFC Fight Night: Walker vs. Zhang ,Synthetic,1,0,0,0
Dricus Du Plessis,Khamzat Chimaev,141,-175,0.4149377593360996,0.6363636363636364,125,-159,16,-16,0.22142587702753674,UFC 319: Du Plessis vs. Chimaev ,Synthetic,0,0,0,0
Lerone Murphy,Aaron Pico,-306,237,0.7536945812807881,0.29673590504451036,-313,244,7,-7,0.4569586762362778,UFC 319: Du Plessis vs. Chimaev ,Synthetic,1,0,1,0
Geoff Neal,Carlos Prates,-287,224,0.7416020671834626,0.30864197530864196,-266,203,-21,21,0.4329600918748206,UFC 319: Du Plessis vs. Chimaev ,Synthetic,1,0,1,0
Jared Cannonier,Michael Page,279,-368,0.2638522427440633,0.7863247863247863,303,-392,-24,24,0.5224725435807229,UFC 319: Du Plessis vs. Chimaev ,Synthetic,0,0,1,0
Tim Elliott,Kai Asakura,111,-137,0.47393364928909953,0.5780590717299579,102,-128,9,-9,0.10412542244085832,UFC 319: Du Plessis vs. Chimaev ,Synthetic,0,0,0,0
Baisangur Susurkaev,Eric Nolan,240,-311,0.29411764705882354,0.7566909975669099,240,-311,0,0,0.4625733505080864,UFC 319: Du Plessis vs. Chimaev ,Synthetic,0,0,1,0
Gerald Meerschaert,Michal Oleksiejczuk,-283,221,0.7389033942558747,0.3115264797507788,-257,195,-26,26,0.4273769145050959,UFC 319: Du Plessis vs. Chimaev ,Synthetic,1,0,1,0
Jessica Andrade,Loopy Godinez,-385,290,0.7938144329896907,0.2564102564102564,-359,264,-26,26,0.5374041765794343,UFC 319: Du Plessis vs. Chimaev ,Synthetic,1,0,1,0
Chase Hooper,Alexander Hernandez,189,-238,0.3460207612456747,0.7041420118343196,174,-223,15,-15,0.35812125058864486,UFC 319: Du Plessis vs. Chimaev ,Synthetic,0,0,1,0
Edson Barboza,Drakkar Klose,-145,118,0.5918367346938775,0.45871559633027525,-115,88,-30,30,0.1331211383636023,UFC 319: Du Plessis vs. Chimaev ,Synthetic,1,0,0,0
Karine Silva,Dione Barbosa,222,-285,0.3105590062111801,0.7402597402597403,211,-274,11,-11,0.4297007340485602,UFC 319: Du Plessis vs. Chimaev ,Synthetic,0,0,1,0
Alibi Idiris,Joseph Morales,169,-211,0.37174721189591076,0.6784565916398714,184,-226,-15,15,0.3067093797439606,UFC 319: Du Plessis vs. Chimaev ,Synthetic,0,0,0,0
Roman Dolidze,Anthony Hernandez,-373,282,0.7885835095137421,0.2617801047120419,-387,296,14,-14,0.5268034048017003,UFC Fight Night: Dolidze vs. Hernandez ,Synthetic,1,0,1,0
Steve Erceg,Ode Osbourne,259,-338,0.2785515320334262,0.771689497716895,267,-346,-8,8,0.4931379656834688,UFC Fight Night: Dolidze vs. Hernandez ,Synthetic,0,0,1,0
Iasmin Lucindo,Angela Hill,212,-271,0.32051282051282054,0.7304582210242587,233,-292,-21,21,0.4099454005114382,UFC Fight Night: Dolidze vs. Hernandez ,Synthetic,0,0,1,0
Andre Fili,Christian Rodriguez,280,-370,0.2631578947368421,0.7872340425531915,265,-355,15,-15,0.5240761478163494,UFC Fight Night: Dolidze vs. Hernandez ,Synthetic,0,0,1,0
Miles Johns,Jean Matsumoto,-280,219,0.7368421052631579,0.31347962382445144,-273,212,-7,7,0.4233624814387064,UFC Fight Night: Dolidze vs. Hernandez ,Synthetic,1,0,1,0
Eryk Anders,Christian Leroy Duncan,-279,218,0.7361477572559367,0.31446540880503143,-266,205,-13,13,0.4216823484509053,UFC Fight Night: Dolidze vs. Hernandez ,Synthetic,1,0,1,0
Julius Walker,Rafael Cerquiera,-202,162,0.6688741721854304,0.3816793893129771,-216,176,14,-14,0.2871947828724533,UFC Fight Night: Dolidze vs. Hernandez ,Synthetic,1,0,0,0
Elijah Smith,Toshiomi Kazama,262,-343,0.27624309392265195,0.7742663656884876,233,-314,29,-29,0.49802327176583566,UFC Fight Night: Dolidze vs. Hernandez ,Synthetic,0,0,1,0
Joselyne Edwards,Priscila Cachoeira,236,-304,0.2976190476190476,0.7524752475247525,221,-289,15,-15,0.45485619990570486,UFC Fight Night: Dolidze vs. Hernandez ,Synthetic,0,0,1,0
Uros Medic,Gilbert Urbina,-320,247,0.7619047619047619,0.2881844380403458,-336,263,16,-16,0.47372032386441604,UFC Fight Night: Dolidze vs. Hernandez ,Synthetic,1,0,1,0
Gabriella Fernandes,Julija Stoliarenko,229,-295,0.303951367781155,0.7468354430379747,256,-322,-27,27,0.44288407525681966,UFC Fight Night: Dolidze vs. Hernandez ,Synthetic,0,0,1,0
Cody Brundage,Eric McConico,143,-177,0.411522633744856,0.6389891696750902,153,-187,-10,10,0.22746653593023425,UFC Fight Night: Dolidze vs. Hernandez ,Synthetic,0,0,0,0
Tatsuro Taira,HyunSung Park,261,-342,0.2770083102493075,0.7737556561085973,246,-327,15,-15,0.4967473458592898,UFC Fight Night: Taira vs. Park ,Synthetic,0,0,1,0
Mateusz Rebecki,Chris Duncan,267,-350,0.2724795640326976,0.7777777777777778,274,-357,-7,7,0.5052982137450802,UFC Fight Night: Taira vs. Park ,Synthetic,0,0,1,0
Elves Brener,Esteban Ribovics,140,-173,0.4166666666666667,0.6336996336996337,119,-152,21,-21,0.21703296703296698,UFC Fight Night: Taira vs. Park ,Synthetic,0,0,0,0
Karol Rosa,Nora Cornolle,-333,255,0.76905311778291,0.28169014084507044,-345,267,12,-12,0.48736297693783953,UFC Fight Night: Taira vs. Park ,Synthetic,1,0,1,0
Neil Magny,Elizeu Zaleski dos Santos,-229,182,0.6960486322188449,0.3546099290780142,-219,172,-10,10,0.34143870314083075,UFC Fight Night: Taira vs. Park ,Synthetic,1,0,0,0
Danny Silva,Kevin Vallejos,229,-294,0.303951367781155,0.7461928934010152,217,-282,12,-12,0.44224152561986024,UFC Fight Night: Taira vs. Park ,Synthetic,0,0,1,0
Rinya Nakamura,Nathan Fletcher,156,-194,0.390625,0.6598639455782312,153,-191,3,-3,0.26923894557823125,UFC Fight Night: Taira vs. Park ,Synthetic,0,0,0,0
Rodolfo Vieira,Tresean Gore,227,-291,0.3058103975535168,0.7442455242966752,221,-285,6,-6,0.43843512674315843,UFC Fight Night: Taira vs. Park ,Synthetic,0,0,1,0
Nick Klein,Andrey Pulyaev,209,-266,0.32362459546925565,0.726775956284153,236,-293,-27,27,0.4031513608148974,UFC Fight Night: Taira vs. Park ,Synthetic,0,0,1,0
Austin Bashi,John Yannis,-206,165,0.673202614379085,0.37735849056603776,-217,176,11,-11,0.29584412381304726,UFC Fight Night: Taira vs. Park ,Synthetic,1,0,0,0
Rafael Estevam,Felipe Bunes,299,-399,0.2506265664160401,0.7995991983967936,329,-429,-30,30,0.5489726319807535,UFC Fight Night: Taira vs. Park ,Synthetic,0,0,1,0
Piera Rodriguez,Ketlen Souza,-199,160,0.6655518394648829,0.38461538461538464,-181,142,-18,18,0.2809364548494983,UFC Fight Night: Taira vs. Park ,Synthetic,1,0,0,0
Robert Whittaker,Reinier de Ridder,175,-220,0.36363636363636365,0.6875,177,-222,-2,2,0.32386363636363635,UFC Fight Night: Whittaker vs. De Ridder ,Synthetic,0,0,0,0
Petr Yan,Marcus McGhee,-268,210,0.7282608695652174,0.3225806451612903,-241,183,-27,27,0.4056802244039271,UFC Fight Night: Whittaker vs. De Ridder ,Synthetic,1,0,1,0
Shara Magomedov,Marc-Andre Barriault,-215,172,0.6825396825396826,0.36764705882352944,-230,187,15,-15,0.3148926237161531,UFC Fight Night: Whittaker vs. De Ridder ,Synthetic,1,0,0,0
Asu Almabayev,Jose Ochoa,-393,295,0.7971602434077079,0.25316455696202533,-368,270,-25,25,0.5439956864456825,UFC Fight Night: Whittaker vs. De Ridder ,Synthetic,1,0,1,0
Nikita Krylov,Bogdan Guskov,265,-347,0.273972602739726,0.7762863534675615,273,-355,-8,8,0.5023137507278355,UFC Fight Night: Whittaker vs. De Ridder ,Synthetic,0,0,1,0
Bryce Mitchell,Said Nurmagomedov,-269,211,0.7289972899728997,0.3215434083601286,-243,185,-26,26,0.4074538816127711,UFC Fight Night: Whittaker vs. De Ridder ,Synthetic,1,0,1,0
Muslim Salikhov,Carlos Leal,-243,192,0.7084548104956269,0.3424657534246575,-245,194,2,-2,0.36598905707096935,UFC Fight Night: Whittaker vs. De Ridder ,Synthetic,1,0,1,0
Davey Grant,Da'Mon Blackshear,140,-173,0.4166666666666667,0.6336996336996337,123,-156,17,-17,0.21703296703296698,UFC Fight Night: Whittaker vs. De Ridder ,Synthetic,0,0,0,0
Amanda Ribas,Tabatha Ricci,111,-136,0.47393364928909953,0.576271186440678,124,-149,-13,13,0.10233753715157845,UFC Fight Night: Whittaker vs. De Ridder ,Synthetic,0,0,0,0
Ibo Aslan,Billy Elekana,156,-194,0.390625,0.6598639455782312,176,-214,-20,20,0.26923894557823125,UFC Fight Night: Whittaker vs. De Ridder ,Synthetic,0,0,0,0
Mohammad Yahya,Steven Nguyen,277,-365,0.26525198938992045,0.7849462365591398,285,-373,-8,8,0.5196942471692193,UFC Fight Night: Whittaker vs. De Ridder ,Synthetic,0,0,1,0
Martin Buday,Marcus Buchecha,220,-282,0.3125,0.7382198952879581,228,-290,-8,8,0.42571989528795806,UFC Fight Night: Whittaker vs. De Ridder ,Synthetic,0,0,1,0
Max Holloway,Dustin Poirier,-305,236,0.7530864197530864,0.2976190476190476,-288,219,-17,17,0.4554673721340388,UFC 318: Holloway vs. Poirier 3 ,Synthetic,1,0,1,0
Paulo Costa,Roman Kopylov,-168,136,0.6268656716417911,0.423728813559322,-151,119,-17,17,0.20313685808246906,UFC 318: Holloway vs. Poirier 3 ,Synthetic,1,0,0,0
Kevin Holland,Daniel Rodriguez,124,-153,0.44642857142857145,0.6047430830039525,148,-177,-24,24,0.15831451157538107,UFC 318: Holloway vs. Poirier 3 ,Synthetic,0,0,0,0
Dan Ige,Patricio Freire,-382,288,0.7925311203319502,0.25773195876288657,-359,265,-23,23,0.5347991615690636,UFC 318: Holloway vs. Poirier 3 ,Synthetic,1,0,1,0
Michael Johnson,Daniel Zellhuber,-164,133,0.6212121212121212,0.4291845493562232,-160,129,-4,4,0.19202757185589803,UFC 318: Holloway vs. Poirier 3 ,Synthetic,1,0,0,0
Kyler Phillips,Vinicius Oliveira,161,-201,0.3831417624521073,0.6677740863787376,145,-185,16,-16,0.2846323239266303,UFC 318: Holloway vs. Poirier 3 ,Synthetic,0,0,0,0
Marvin Vettori,Brendan Allen,118,-145,0.45871559633027525,0.5918367346938775,92,-119,26,-26,0.1331211383636023,UFC 318: Holloway vs. Poirier 3 ,Synthetic,0,0,0,0
Francisco Prado,Nikolay Veretennikov,176,-221,0.36231884057971014,0.6884735202492211,165,-210,11,-11,0.326154679669511,UFC 318: Holloway vs. Poirier 3 ,Synthetic,0,0,0,0
Ateba Gautier,Robert Valentin,-192,154,0.6575342465753424,0.3937007874015748,-165,127,-27,27,0.2638334591737676,UFC 318: Holloway vs. Poirier 3 ,Synthetic,1,0,0,0
Adam Fugitt,Islam Dulatov,166,-208,0.37593984962406013,0.6753246753246753,180,-222,-14,14,0.2993848257006152,UFC 318: Holloway vs. Poirier 3 ,Synthetic,0,0,0,0
Jimmy Crute,Marcin Prachnio,289,-383,0.2570694087403599,0.7929606625258799,283,-377,6,-6,0.53589125378552,UFC 318: Holloway vs. Poirier 3 ,Synthetic,0,0,1,0
Ryan Spann,Lukasz Brzeski,283,-374,0.26109660574412535,0.7890295358649789,293,-384,-10,10,0.5279329301208535,UFC 318: Holloway vs. Poirier 3 ,Synthetic,0,0,1,0
Brunno Ferreira,Jackson McVey,123,-152,0.4484304932735426,0.6031746031746031,105,-134,18,-18,0.15474410990106052,UFC 318: Holloway vs. Poirier 3 ,Synthetic,0,0,0,0
Carli Judice,Nicolle Caliari,-351,268,0.7782705099778271,0.2717391304347826,-339,256,-12,12,0.5065313795430445,UFC 318: Holloway vs. Poirier 3 ,Synthetic,1,0,1,0
Derrick Lewis,Tallison Teixeira,-206,165,0.673202614379085,0.37735849056603776,-235,194,29,-29,0.29584412381304726,UFC Fight Night: Lewis vs. Teixeira ,Synthetic,1,0,0,0
Stephen Thompson,Gabriel Bonfim,-154,125,0.6062992125984252,0.4444444444444444,-127,98,-27,27,0.1618547681539808,UFC Fight Night: Lewis vs. Teixeira ,Synthetic,1,0,0,0
Calvin Kattar,Steve Garcia,-311,240,0.7566909975669099,0.29411764705882354,-328,257,17,-17,0.4625733505080864,UFC Fight Night: Lewis vs. Teixeira ,Synthetic,1,0,1,0
Nate Landwehr,Morgan Charriere,-277,217,0.7347480106100795,0.31545741324921134,-271,211,-6,6,0.4192905973608682,UFC Fight Night: Lewis vs. Teixeira ,Synthetic,1,0,1,0
Vitor Petrino,Austen Lane,-195,157,0.6610169491525424,0.38910505836575876,-225,187,30,-30,0.2719118907867836,UFC Fight Night: Lewis vs. Teixeira ,Synthetic,1,0,0,0
Junior Tafa,Tuco Tokkos,272,-358,0.26881720430107525,0.7816593886462883,256,-342,16,-16,0.512842184345213,UFC Fight Night: Lewis vs. Teixeira ,Synthetic,0,0,1,0
Max Griffin,Chris Curtis,-299,232,0.7493734335839599,0.30120481927710846,-325,258,26,-26,0.44816861430685145,UFC Fight Night: Lewis vs. Teixeira ,Synthetic,1,0,1,0
Jake Matthews,Chidi Njokuani,-284,222,0.7395833333333334,0.3105590062111801,-268,206,-16,16,0.42902432712215327,UFC Fight Night: Lewis vs. Teixeira ,Synthetic,1,0,1,0
Lauren Murphy,Eduarda Moura,-290,226,0.7435897435897436,0.3067484662576687,-290,226,0,0,0.4368412773320749,UFC Fight Night: Lewis vs. Teixeira ,Synthetic,1,0,1,0
Kennedy Nzechukwu,Valter Walker,181,-227,0.35587188612099646,0.6941896024464832,179,-225,2,-2,0.33831771632548674,UFC Fight Night: Lewis vs. Teixeira ,Synthetic,0,0,0,0
Mitch Ramirez,Mike Davis,247,-321,0.2881844380403458,0.7624703087885986,234,-308,13,-13,0.47428587074825274,UFC Fight Night: Lewis vs. Teixeira ,Synthetic,0,0,1,0
Fatima Kline,Melissa Martinez,141,-175,0.4149377593360996,0.6363636363636364,111,-145,30,-30,0.22142587702753674,UFC Fight Night: Lewis vs. Teixeira ,Synthetic,0,0,0,0
Ilia Topuria,Charles Oliveira,-319,246,0.7613365155131265,0.28901734104046245,-313,240,-6,6,0.4723191744726641,UFC 317: Topuria vs. Oliveira ,Synthetic,1,0,1,0
Alexandre Pantoja,Kai Kara-France,-301,234,0.7506234413965087,0.2994011976047904,-314,247,13,-13,0.4512222437917183,UFC 317: Topuria vs. Oliveira ,Synthetic,1,0,1,0
Brandon Royval,Joshua Van,-264,207,0.7252747252747253,0.3257328990228013,-246,189,-18,18,0.39954182625192397,UFC 317: Topuria vs. Oliveira ,Synthetic,1,0,1,0
Beneil Dariush,Renato Moicano,136,-168,0.423728813559322,0.6268656716417911,158,-190,-22,22,0.20313685808246906,UFC 317: Topuria vs. Oliveira ,Synthetic,0,0,0,0
Payton Talbott,Felipe Lima,144,-178,0.4098360655737705,0.6402877697841727,119,-153,25,-25,0.23045170421040218,UFC 317: Topuria vs. Oliveira ,Synthetic,0,0,0,0
Jack Hermansson,Gregory Rodrigues,297,-396,0.2518891687657431,0.7983870967741935,316,-415,-19,19,0.5464979280084504,UFC 317: Topuria vs. Oliveira ,Synthetic,0,0,1,0
Hyder Amil,Jose Delgado,-135,110,0.574468085106383,0.47619047619047616,-148,123,13,-13,0.09827760891590687,UFC 317: Topuria vs. Oliveira ,Synthetic,1,1,0,0
Viviane Araujo,Tracy Cortez,212,-271,0.32051282051282054,0.7304582210242587,207,-266,5,-5,0.4099454005114382,UFC 317: Topuria vs. Oliveira ,Synthetic,0,0,1,0
Terrance McKinney,Viacheslav Borshchev,123,-151,0.4484304932735426,0.601593625498008,119,-147,4,-4,0.15316313222446537,UFC 317: Topuria vs. Oliveira ,Synthetic,0,0,0,0
Niko Price,Jacobe Smith,-225,179,0.6923076923076923,0.35842293906810035,-234,188,9,-9,0.33388475323959194,UFC 317: Topuria vs. Oliveira ,Synthetic,1,0,0,0
Jhonata Diniz,Alvin Hines,125,-154,0.4444444444444444,0.6062992125984252,145,-174,-20,20,0.1618547681539808,UFC 317: Topuria vs. Oliveira ,Synthetic,0,0,0,0
Jamahal Hill,Khalil Rountree Jr.,294,-391,0.25380710659898476,0.7963340122199593,277,-374,17,-17,0.5425269056209745,UFC Fight Night: Hill vs. Rountree Jr. ,Synthetic,0,0,1,0
Rafael Fiziev,Ignacio Bahamondes,247,-320,0.2881844380403458,0.7619047619047619,240,-313,7,-7,0.47372032386441604,UFC Fight Night: Hill vs. Rountree Jr. ,Synthetic,0,0,1,0
Curtis Blaydes,Rizvan Kuniev,198,-251,0.33557046979865773,0.7150997150997151,202,-255,-4,4,0.3795292453010574,UFC Fight Night: Hill vs. Rountree Jr. ,Synthetic,0,0,1,0
Tofiq Musayev,Myktybek Orolbai,198,-251,0.33557046979865773,0.7150997150997151,205,-258,-7,7,0.3795292453010574,UFC Fight Night: Hill vs. Rountree Jr. ,Synthetic,0,0,1,0
Nazim Sadykhov,Nikolas Motta,-182,147,0.6453900709219859,0.4048582995951417,-193,158,11,-11,0.24053177132684417,UFC Fight Night: Hill vs. Rountree Jr. ,Synthetic,1,0,0,0
Muhammad Naimov,Bogdan Grad,191,-241,0.3436426116838488,0.7067448680351907,202,-252,-11,11,0.36310225635134186,UFC Fight Night: Hill vs. Rountree Jr. ,Synthetic,0,0,1,0
Seokhyeon Ko,Oban Elliott,270,-354,0.2702702702702703,0.7797356828193832,274,-358,-4,4,0.5094654125491129,UFC Fight Night: Hill vs. Rountree Jr. ,Synthetic,0,0,1,0
Ismail Naurdiev,JunYong Park,-274,215,0.732620320855615,0.31746031746031744,-269,210,-5,5,0.41516000339529757,UFC Fight Night: Hill vs. Rountree Jr. ,Synthetic,1,0,1,0
Daria Zhelezniakova,Melissa Mullins,150,-187,0.4,0.6515679442508711,128,-165,22,-22,0.25156794425087103,UFC Fight Night: Hill vs. Rountree Jr. ,Synthetic,0,0,0,0
Irina Alekseeva,Klaudia Sygula,282,-373,0.2617801047120419,0.7885835095137421,252,-343,30,-30,0.5268034048017003,UFC Fight Night: Hill vs. Rountree Jr. ,Synthetic,0,0,1,0
Tagir Ulanbekov,Azat Maksum,242,-314,0.29239766081871343,0.7584541062801933,219,-291,23,-23,0.46605644546147984,UFC Fight Night: Hill vs. Rountree Jr. ,Synthetic,0,0,1,0
Hamdy Abdelwahab,Mohammed Usman,-348,266,0.7767857142857143,0.273224043715847,-359,277,11,-11,0.5035616705698673,UFC Fight Night: Hill vs. Rountree Jr. ,Synthetic,1,0,1,0
Kamaru Usman,Joaquin Buckley,252,-328,0.2840909090909091,0.7663551401869159,252,-328,0,0,0.48226423109600675,UFC Fight Night: Usman vs. Buckley ,Synthetic,0,0,1,0
Rose Namajunas,Miranda Maverick,-377,285,0.790356394129979,0.2597402597402597,-370,278,-7,7,0.5306161343897193,UFC Fight Night: Usman vs. Buckley ,Synthetic,1,0,1,0
Edmen Shahbazyan,Andre Petroski,111,-136,0.47393364928909953,0.576271186440678,113,-138,-2,2,0.10233753715157845,UFC Fight Night: Usman vs. Buckley ,Synthetic,0,0,0,0
Cody Garbrandt,Raoni Barcelos,-327,251,0.765807962529274,0.2849002849002849,-298,222,-29,29,0.48090767762898906,UFC Fight Night: Usman vs. Buckley ,Synthetic,1,0,1,0
Mansur Abdul-Malik,Cody Brundage,126,-155,0.4424778761061947,0.6078431372549019,119,-148,7,-7,0.1653652611487072,UFC Fight Night: Usman vs. Buckley ,Synthetic,0,0,0,0
Alonzo Menifield,Oumar Sy,-180,145,0.6428571428571429,0.40816326530612246,-157,122,-23,23,0.23469387755102045,UFC Fight Night: Usman vs. Buckley ,Synthetic,1,0,0,0
