fighter1_name,fighter2_name,event_date,f1_avg_search_7d,f1_avg_search_30d,f1_peak_search_7d,f1_trend_direction,f2_avg_search_7d,f2_avg_search_30d,f2_peak_search_7d,f2_trend_direction,combined_buzz_7d,combined_buzz_30d,max_peak_search,buzz_differential
Julius Walker,Rafael Cerquiera,2025-08-27 18:26:34.089830,4.0,5.5,4,-1,25.0,25.0,30,0,29.0,30.5,30,21.0
Elijah Smith,Toshiomi Kazama,2025-10-24 18:26:34.122688,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joselyne Edwards,Priscila Cachoeira,2025-11-21 18:26:34.162206,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Uros Medic,Gilbert Urbina,2024-12-08 18:26:34.196620,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Gabriella Fernandes,Julija Stoliarenko,2025-10-20 18:26:34.231598,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Cody Brundage,Eric McConico,2025-08-03 18:26:34.267770,26.0,27.8,26,-1,25.0,25.0,30,0,51.0,52.8,30,1.0
Tatsuro Taira,HyunSung Park,2025-09-13 18:26:34.304198,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mateusz Rebecki,Chris Duncan,2024-12-17 18:26:34.334414,25.0,25.0,30,0,14.0,14.0,14,1,39.0,39.0,30,11.0
Elves Brener,Esteban Ribovics,2025-11-12 18:26:34.367808,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Karol Rosa,Nora Cornolle,2025-03-18 18:26:34.403257,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Neil Magny,Elizeu Zaleski dos Santos,2025-02-02 18:26:34.439559,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Danny Silva,Kevin Vallejos,2025-04-04 18:26:34.470268,9.0,8.25,9,-1,25.0,25.0,30,0,34.0,33.25,30,16.0
Rinya Nakamura,Nathan Fletcher,2025-11-12 18:26:34.508918,9.0,10.75,9,-1,25.0,25.0,30,0,34.0,35.75,30,16.0
Rodolfo Vieira,Tresean Gore,2025-05-06 18:26:34.537463,25.0,25.0,30,0,9.0,8.75,9,-1,34.0,33.75,30,16.0
Nick Klein,Andrey Pulyaev,2025-03-05 18:26:34.572762,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Austin Bashi,John Yannis,2025-04-10 18:26:34.609175,15.0,11.5,15,1,19.0,17.75,19,1,34.0,29.25,19,4.0
Rafael Estevam,Felipe Bunes,2025-08-23 18:26:34.648657,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Piera Rodriguez,Ketlen Souza,2025-05-30 18:26:34.679932,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Robert Whittaker,Reinier de Ridder,2025-08-25 18:26:34.720031,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Petr Yan,Marcus McGhee,2025-10-22 18:26:34.757221,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Shara Magomedov,Marc-Andre Barriault,2025-07-06 18:26:34.789815,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Asu Almabayev,Jose Ochoa,2025-09-11 18:26:34.816532,46.0,46.0,46,1,21.0,19.25,21,1,67.0,65.25,46,25.0
Nikita Krylov,Bogdan Guskov,2025-09-29 18:26:34.856486,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Bryce Mitchell,Said Nurmagomedov,2025-11-28 18:26:34.892894,25.0,25.0,30,0,5.0,8.75,5,1,30.0,33.75,30,20.0
Muslim Salikhov,Carlos Leal,2025-04-20 18:26:34.930139,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Davey Grant,Da'Mon Blackshear,2025-08-08 18:26:34.958597,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Amanda Ribas,Tabatha Ricci,2025-01-24 18:26:34.999035,25.0,25.0,30,0,25.0,30.25,25,1,50.0,55.25,30,0.0
Ibo Aslan,Billy Elekana,2024-12-20 18:26:35.030780,4.0,9.75,4,-1,12.0,14.75,12,1,16.0,24.5,12,8.0
Mohammad Yahya,Steven Nguyen,2025-11-14 18:26:35.061803,46.0,38.25,46,1,25.0,25.0,30,0,71.0,63.25,46,21.0
Martin Buday,Marcus Buchecha,2025-08-27 18:26:35.103147,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Max Holloway,Dustin Poirier,2025-02-09 18:26:35.140383,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Paulo Costa,Roman Kopylov,2025-02-12 18:26:35.174855,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kevin Holland,Daniel Rodriguez,2025-01-20 18:26:35.210209,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dan Ige,Patricio Freire,2025-11-18 18:26:35.243484,25.0,28.25,25,-1,25.0,25.0,30,0,50.0,53.25,30,0.0
Michael Johnson,Daniel Zellhuber,2025-04-07 18:26:35.282075,37.0,31.4,37,1,25.0,25.0,30,0,62.0,56.4,37,12.0
Kyler Phillips,Vinicius Oliveira,2024-12-14 18:26:35.322203,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Marvin Vettori,Brendan Allen,2024-12-19 18:26:35.355789,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Francisco Prado,Nikolay Veretennikov,2025-11-28 18:26:35.395553,4.0,5.5,4,1,25.0,25.0,30,0,29.0,30.5,30,21.0
Ateba Gautier,Robert Valentin,2025-09-12 18:26:35.434217,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Adam Fugitt,Islam Dulatov,2025-11-04 18:26:35.466447,25.0,25.0,30,0,14.0,11.0,14,-1,39.0,36.0,30,11.0
Jimmy Crute,Marcin Prachnio,2025-01-24 18:26:35.503779,23.0,31.25,23,-1,25.0,25.0,30,0,48.0,56.25,30,2.0
Ryan Spann,Lukasz Brzeski,2025-09-23 18:26:35.545532,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Brunno Ferreira,Jackson McVey,2025-05-28 18:26:35.584725,22.0,22.0,22,-1,25.0,25.0,30,0,47.0,47.0,30,3.0
Carli Judice,Nicolle Caliari,2025-06-23 18:26:35.624131,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Derrick Lewis,Tallison Teixeira,2025-03-11 18:26:35.664892,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Stephen Thompson,Gabriel Bonfim,2025-07-12 18:26:35.701770,25.0,25.0,30,0,45.0,35.75,45,1,70.0,60.75,45,20.0
Calvin Kattar,Steve Garcia,2025-03-05 18:26:35.728556,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Nate Landwehr,Morgan Charriere,2025-10-29 18:26:35.759478,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Vitor Petrino,Austen Lane,2025-04-11 18:26:35.795807,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Junior Tafa,Tuco Tokkos,2025-07-28 18:26:35.833224,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Max Griffin,Chris Curtis,2025-01-05 18:26:35.865098,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jake Matthews,Chidi Njokuani,2025-10-05 18:26:35.899379,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Lauren Murphy,Eduarda Moura,2025-05-20 18:26:35.934307,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kennedy Nzechukwu,Valter Walker,2025-04-25 18:26:35.974478,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mitch Ramirez,Mike Davis,2025-03-28 18:26:36.015706,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Fatima Kline,Melissa Martinez,2025-10-08 18:26:36.046451,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ilia Topuria,Charles Oliveira,2025-05-06 18:26:36.086959,3.0,4.25,3,1,52.0,40.5,52,1,55.0,44.75,52,49.0
Alexandre Pantoja,Kai Kara-France,2025-09-28 18:26:36.124379,19.0,20.6,19,-1,25.0,25.0,30,0,44.0,45.6,30,6.0
Brandon Royval,Joshua Van,2025-08-16 18:26:36.159751,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Beneil Dariush,Renato Moicano,2025-10-25 18:26:36.199242,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Payton Talbott,Felipe Lima,2025-05-12 18:26:36.231716,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jack Hermansson,Gregory Rodrigues,2025-12-01 18:26:36.262326,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Hyder Amil,Jose Delgado,2024-12-26 18:26:36.306572,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Viviane Araujo,Tracy Cortez,2025-05-04 18:26:36.339647,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Terrance McKinney,Viacheslav Borshchev,2025-09-24 18:26:36.372025,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Niko Price,Jacobe Smith,2025-01-05 18:26:36.403527,22.0,12.0,22,1,25.0,25.0,30,0,47.0,37.0,30,3.0
Jhonata Diniz,Alvin Hines,2025-03-02 18:26:36.436599,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jamahal Hill,Khalil Rountree Jr.,2025-10-13 18:26:36.470974,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rafael Fiziev,Ignacio Bahamondes,2025-01-01 18:26:36.499760,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Curtis Blaydes,Rizvan Kuniev,2025-10-08 18:26:36.541796,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tofiq Musayev,Myktybek Orolbai,2025-07-06 18:26:36.581348,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Nazim Sadykhov,Nikolas Motta,2025-01-21 18:26:36.622352,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Muhammad Naimov,Bogdan Grad,2025-03-04 18:26:36.653414,25.0,25.0,30,0,9.0,22.0,9,-1,34.0,47.0,30,16.0
Seokhyeon Ko,Oban Elliott,2025-08-06 18:26:36.694572,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ismail Naurdiev,JunYong Park,2025-08-03 18:26:36.729049,11.0,7.2,11,1,25.0,25.0,30,0,36.0,32.2,30,14.0
Daria Zhelezniakova,Melissa Mullins,2025-02-26 18:26:36.760545,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Irina Alekseeva,Klaudia Sygula,2025-07-13 18:26:36.789642,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tagir Ulanbekov,Azat Maksum,2025-08-16 18:26:36.822818,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Hamdy Abdelwahab,Mohammed Usman,2025-01-07 18:26:36.859105,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kamaru Usman,Joaquin Buckley,2025-06-29 18:26:36.895933,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rose Namajunas,Miranda Maverick,2025-07-29 18:26:36.933604,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Edmen Shahbazyan,Andre Petroski,2025-09-10 18:26:36.970188,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Cody Garbrandt,Raoni Barcelos,2025-03-06 18:26:37.006340,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mansur Abdul-Malik,Cody Brundage,2025-07-26 18:26:37.044475,25.0,25.0,30,0,35.0,31.0,35,1,60.0,56.0,35,10.0
Alonzo Menifield,Oumar Sy,2025-08-15 18:26:37.081395,25.0,25.0,30,0,26.0,24.5,26,-1,51.0,49.5,30,1.0
Paul Craig,Rodolfo Bellato,2025-04-12 18:26:37.117564,29.0,20.5,29,-1,25.0,25.0,30,0,54.0,45.5,30,4.0
Michael Chiesa,Court McGee,2025-02-14 18:26:37.152146,25.0,25.0,30,0,14.0,45.75,14,-1,39.0,70.75,30,11.0
Malcolm Wellmaker,Kris Moutinho,2025-04-21 18:26:37.184861,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Cody Durden,Jose Ochoa,2025-06-04 18:26:37.223950,25.0,25.0,30,0,16.0,20.0,16,-1,41.0,45.0,30,9.0
Ricky Simon,Cameron Smotherman,2025-08-26 18:26:37.267008,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Phil Rowe,Ange Loosa,2025-11-05 18:26:37.299826,25.0,25.0,30,0,41.0,40.75,41,-1,66.0,65.75,41,16.0
Jamey-Lyn Horth,Vanessa Demopoulos,2025-06-09 18:26:37.337701,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Merab Dvalishvili,Sean O'Malley,2025-09-30 18:26:37.368798,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Julianna Pena,Kayla Harrison,2025-11-07 18:26:37.399842,31.0,30.75,31,-1,25.0,25.0,30,0,56.0,55.75,31,6.0
Kelvin Gastelum,Joe Pyfer,2025-03-30 18:26:37.437966,25.0,25.0,30,0,1.0,17.0,1,-1,26.0,42.0,30,24.0
Mario Bautista,Patchy Mix,2025-05-19 18:26:37.477426,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Vicente Luque,Kevin Holland,2025-04-15 18:26:37.507300,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Bruno Silva,Joshua Van,2025-05-06 18:26:37.530500,21.0,33.25,21,1,25.0,25.0,30,0,46.0,58.25,30,4.0
Azamat Murzakanov,Brendson Ribeiro,2025-05-14 18:26:37.561665,50.0,43.25,50,1,25.0,25.0,30,0,75.0,68.25,50,25.0
Serghei Spivac,Waldo Cortes Acosta,2025-11-04 18:26:37.599638,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Khaos Williams,Andreas Gustafsson,2025-01-27 18:26:37.640754,25.0,25.0,30,0,21.0,23.2,21,-1,46.0,48.2,30,4.0
Ariane da Silva,Wang Cong,2025-02-16 18:26:37.672808,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jeka Saragih,JooSang Yoo,2025-09-13 18:26:37.704082,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Quillan Salkilld,Yanal Ashmouz,2025-10-04 18:26:37.742567,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
MarQuel Mederos,Mark Choinski,2025-04-21 18:26:37.781138,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mateusz Gamrot,Ludovit Klein,2025-04-28 18:26:37.814374,20.0,16.2,20,-1,29.0,23.2,29,1,49.0,39.4,29,9.0
Billy Ray Goff,Ramiz Brahimaj,2025-10-20 18:26:37.855407,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dustin Jacoby,Bruno Lopes,2025-02-13 18:26:37.892433,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ketlen Vieira,Macy Chiasson,2025-05-18 18:26:37.930277,10.0,12.6,10,-1,25.0,25.0,30,0,35.0,37.6,30,15.0
Zach Reese,Dusko Todorovic,2025-07-09 18:26:37.971751,25.0,25.0,30,0,33.0,27.75,33,1,58.0,52.75,33,8.0
Jafel Filho,Allan Nascimento,2025-11-11 18:26:38.011631,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kurt Holobaugh,Jordan Leavitt,2025-05-11 18:26:38.041548,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Bolaji Oki,Michael Aswell Jr.,2025-01-14 18:26:38.072420,18.0,21.5,18,1,25.0,25.0,30,0,43.0,46.5,30,7.0
Rayanne dos Santos,Alice Ardelean,2025-08-11 18:26:38.108863,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Gilbert Burns,Michael Morales,2025-10-23 18:26:38.137219,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Sodiq Yusuff,Mairon Santos,2025-07-21 18:26:38.175325,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dustin Stoltzfus,Nursulton Ruziboev,2025-03-22 18:26:38.211758,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Julian Erosa,Melquizael Costa,2025-06-02 18:26:38.240220,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Gabe Green,Matheus Camilo,2025-09-09 18:26:38.277858,25.0,25.0,30,0,4.0,8.5,4,1,29.0,33.5,30,21.0
Jared Gordon,Thiago Moises,2025-02-23 18:26:38.308996,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Yadier del Valle,Connor Matthews,2025-09-27 18:26:38.349925,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Luana Santos,Tainara Lisboa,2025-03-07 18:26:38.381206,25.0,25.0,30,0,44.0,52.5,44,-1,69.0,77.5,44,19.0
Elise Reed,Denise Gomes,2025-11-30 18:26:38.422009,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
HyunSung Park,Carlos Hernandez,2025-06-23 18:26:38.454829,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tecia Pennington,Luana Pinheiro,2025-02-25 18:26:38.493520,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Belal Muhammad,Jack Della Maddalena,2024-12-13 18:26:38.524469,33.0,32.75,33,1,25.0,25.0,30,0,58.0,57.75,33,8.0
Valentina Shevchenko,Manon Fiorot,2025-04-08 18:26:38.564565,20.0,23.25,20,-1,25.0,25.0,30,0,45.0,48.25,30,5.0
Jose Aldo,Aiemann Zahabi,2024-12-15 18:26:38.604522,21.0,32.6,21,1,26.0,30.0,26,1,47.0,62.6,26,5.0
Alexa Grasso,Natalia Silva,2025-02-09 18:26:38.647006,25.0,25.0,30,0,28.0,39.8,28,1,53.0,64.8,30,3.0
Benoit Saint Denis,Kyle Prepolec,2025-03-11 18:26:38.680841,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mike Malott,Charles Radtke,2025-05-21 18:26:38.715261,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jessica Andrade,Jasmine Jasudavicius,2025-04-19 18:26:38.753971,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Modestas Bukauskas,Ion Cutelaba,2025-05-14 18:26:38.787370,25.0,25.0,30,0,4.0,5.25,4,-1,29.0,30.25,30,21.0
Navajo Stirling,Ivan Erslan,2025-03-19 18:26:38.822475,56.0,36.5,56,-1,25.0,25.0,30,0,81.0,61.5,56,31.0
Marc-Andre Barriault,Bruno Silva,2025-05-23 18:26:38.860598,25.0,25.0,30,0,9.0,27.5,9,-1,34.0,52.5,30,16.0
Daniel Santos,JeongYeong Lee,2025-02-04 18:26:38.894346,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Brad Katona,Bekzat Almakhan,2025-05-14 18:26:38.937546,25.0,25.0,30,0,3.0,11.25,3,-1,28.0,36.25,30,22.0
Cory Sandhagen,Deiveson Figueiredo,2025-09-16 18:26:38.976846,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Reinier de Ridder,Bo Nickal,2024-12-30 18:26:39.010539,25.0,25.0,30,0,14.0,12.0,14,1,39.0,37.0,30,11.0
Santiago Ponzinibbio,Daniel Rodriguez,2025-11-19 18:26:39.038808,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Montel Jackson,Daniel Marcos,2025-11-20 18:26:39.069383,26.0,23.25,26,-1,25.0,25.0,30,0,51.0,48.25,30,1.0
Cameron Smotherman,Serhiy Sidey,2025-04-04 18:26:39.109843,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jeremy Stephens,Mason Jones,2025-10-08 18:26:39.146157,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Yana Santos,Miesha Tate,2024-12-27 18:26:39.182900,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ryan Loder,Azamat Bekoev,2025-10-28 18:26:39.219138,32.0,28.5,32,1,25.0,25.0,30,0,57.0,53.5,32,7.0
Marina Rodriguez,Gillian Robertson,2025-04-05 18:26:39.255828,25.0,25.0,30,0,16.0,17.5,16,-1,41.0,42.5,30,9.0
Gaston Bolanos,Quang Le,2025-10-18 18:26:39.295518,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Thomas Petersen,Don'Tale Mayes,2025-07-07 18:26:39.329316,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Juliana Miller,Ivana Petrovic,2025-02-16 18:26:39.365496,17.0,29.8,17,-1,25.0,25.0,30,0,42.0,54.8,30,8.0
Ian Machado Garry,Carlos Prates,2025-09-26 18:26:39.399931,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Anthony Smith,Zhang Mingyang,2025-07-14 18:26:39.438195,25.0,25.0,30,0,18.0,13.8,18,1,43.0,38.8,30,7.0
Giga Chikadze,David Onama,2025-08-30 18:26:39.470437,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Michel Pereira,Abus Magomedov,2025-08-19 18:26:39.513533,65.0,53.25,65,1,25.0,25.0,30,0,90.0,78.25,65,40.0
Randy Brown,Nicolas Dalby,2025-10-15 18:26:39.552045,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ikram Aliskerov,Andre Muniz,2025-07-29 18:26:39.591345,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Matt Schnell,Jimmy Flick,2025-03-25 18:26:39.624991,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Evan Elder,Gauge Young,2025-11-10 18:26:39.661977,17.0,14.8,17,1,18.0,12.4,18,1,35.0,27.200000000000003,18,1.0
Chris Gutierrez,John Castaneda,2025-03-05 18:26:39.706289,25.0,25.75,25,-1,10.0,11.0,10,-1,35.0,36.75,25,15.0
Da'Mon Blackshear,Alatengheili,2025-07-20 18:26:39.737552,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Malcolm Wellmaker,Cameron Saaiman,2025-10-20 18:26:39.762640,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jaqueline Amorim,Polyana Viana,2025-04-03 18:26:39.782538,38.0,31.75,38,1,25.0,25.0,30,0,63.0,56.75,38,13.0
Timmy Cuamba,Roberto Romero,2025-01-20 18:26:39.822593,28.0,27.6,28,1,25.0,25.0,30,0,53.0,52.6,30,3.0
Chelsea Chandler,Joselyne Edwards,2025-09-08 18:26:39.851223,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alexander Volkanovski,Diego Lopes,2025-02-12 18:26:39.886235,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Michael Chandler,Paddy Pimblett,2025-02-19 18:26:39.922695,25.0,25.0,30,0,35.0,30.0,35,1,60.0,55.0,35,10.0
Yair Rodriguez,Patricio Freire,2025-03-31 18:26:39.943528,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Bryce Mitchell,Jean Silva,2025-01-19 18:26:39.981565,25.0,25.0,30,0,32.0,29.8,32,-1,57.0,54.8,32,7.0
Nikita Krylov,Dominick Reyes,2025-11-16 18:26:40.016777,25.0,25.0,30,0,37.0,26.0,37,1,62.0,51.0,37,12.0
Dan Ige,Sean Woodson,2025-10-01 18:26:40.057926,30.0,24.5,30,1,25.0,25.0,30,0,55.0,49.5,30,5.0
Yan Xiaonan,Virna Jandiroba,2025-10-03 18:26:40.093724,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jim Miller,Chase Hooper,2025-01-03 18:26:40.122652,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Darren Elkins,Julian Erosa,2025-03-08 18:26:40.162092,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Sedriques Dumas,Michal Oleksiejczuk,2025-03-21 18:26:40.192694,25.0,25.0,30,0,10.0,8.75,10,-1,35.0,33.75,30,15.0
Sumudaerji,Mitch Raposo,2025-02-20 18:26:40.230404,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tresean Gore,Marco Tulio,2025-03-10 18:26:40.269527,7.0,8.0,7,-1,25.0,25.0,30,0,32.0,33.0,30,18.0
Nora Cornolle,Hailey Cowan,2025-04-10 18:26:40.310212,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Josh Emmett,Lerone Murphy,2025-08-11 18:26:40.342470,30.0,36.2,30,-1,26.0,29.6,26,-1,56.0,65.80000000000001,30,4.0
Pat Sabatini,Joanderson Brito,2025-09-06 18:26:40.385596,25.0,25.0,30,0,40.0,33.5,40,1,65.0,58.5,40,15.0
Cortavious Romious,ChangHo Lee,2025-03-29 18:26:40.421498,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Brad Tavares,Gerald Meerschaert,2025-07-15 18:26:40.459316,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ode Osbourne,Luis Gurule,2025-11-23 18:26:40.490828,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Torrez Finney,Robert Valentin,2025-03-27 18:26:40.529406,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Diana Belbita,Dione Barbosa,2025-01-29 18:26:40.565000,36.0,32.0,36,-1,25.0,25.0,30,0,61.0,57.0,36,11.0
Rhys McKee,Daniel Frunza,2025-04-13 18:26:40.601335,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Loma Lookboonmee,Istela Nunes,2025-05-05 18:26:40.640301,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Victor Henry,Pedro Falcao,2025-11-11 18:26:40.672694,30.0,26.75,30,-1,7.0,6.75,7,-1,37.0,33.5,30,23.0
Martin Buday,Uran Satybaldiev,2025-11-24 18:26:40.713290,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Vanessa Demopoulos,Talita Alencar,2025-11-04 18:26:40.752468,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Brandon Moreno,Steve Erceg,2025-10-20 18:26:40.782419,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Manuel Torres,Drew Dober,2025-08-03 18:26:40.819665,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
